         8x10E                    (8x10E.dat)                                                                                                                                       
         v2025-1001                                                                                                                                                                 
         Simulation Date: 02/24/2026                                                                                                                                                
                                                                                                                                                                                    
         AIRFOIL AERO DATA GENERATED USING:  POLARS                                                                                                                                 
                                                                                                                                                                                    
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                              
                                                                                                                                                                                    
         DEFINITIONS:                                                                                                                                                               
         J=V/nD (advance ratio)                                                                                                                                                     
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                                    
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                                     
         Pe=Ct*J/Cp (efficiency)                                                                                                                                                    
         V  (True Air Speed in MPH)                                                                                                                                                 
         Mach (at prop tip)                                                                                                                                                         
         Reyn (at 75% of span)                                                                                                                                                      
         FOM (Figure of Merit)                                                                                                                                                      
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =       1000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
      176.19      1.2921      0.6203      0.0237      0.0494       0.759       2.658       1.002     566.042       0.300       4.458       0.803        0.62     180800.    0.0590  
      182.72      1.3399      0.4448      0.0118      0.0356       0.548       1.918       0.500     408.545       0.217       2.225       0.555        0.62     182375.    0.0288  
      189.24      1.3878      0.0000      0.0000      0.0215       0.330       1.156       0.000     246.285       0.131       0.000       0.000        0.62     183973.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      19000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.1578      0.1019       1.842       6.111       7.436    1373.777       0.690      33.075       2.455        0.60     165352.    0.4910  
        6.89      0.0479      0.0730      0.1576      0.1034       1.870       6.202       7.428    1394.210       0.701      33.038       2.416        0.60     165596.    0.4830  
       13.78      0.0957      0.1434      0.1575      0.1052       1.903       6.312       7.423    1418.859       0.713      33.017       2.373        0.60     165879.    0.4742  
       20.67      0.1436      0.2107      0.1575      0.1074       1.942       6.442       7.422    1448.189       0.728      33.012       2.324        0.60     166205.    0.4645  
       27.56      0.1915      0.2744      0.1575      0.1099       1.988       6.595       7.423    1482.551       0.745      33.019       2.271        0.60     166576.    0.4538  
       34.45      0.2394      0.3342      0.1576      0.1129       2.041       6.771       7.426    1522.017       0.765      33.030       2.213        0.60     166996.    0.4423  
       41.34      0.2872      0.3898      0.1576      0.1162       2.101       6.969       7.428    1566.663       0.787      33.040       2.151        0.61     167467.    0.4299  
       48.23      0.3351      0.4408      0.1576      0.1198       2.167       7.190       7.428    1616.296       0.812      33.042       2.085        0.61     167992.    0.4167  
       55.12      0.3830      0.4873      0.1576      0.1239       2.240       7.431       7.426    1670.453       0.840      33.031       2.016        0.61     168573.    0.4030  
       62.01      0.4308      0.5293      0.1574      0.1281       2.318       7.688       7.418    1728.310       0.869      32.995       1.947        0.61     169212.    0.3889  
       68.91      0.4787      0.5668      0.1570      0.1326       2.398       7.954       7.397    1788.093       0.899      32.904       1.876        0.61     169912.    0.3743  
       75.80      0.5266      0.6003      0.1561      0.1370       2.477       8.218       7.358    1847.362       0.928      32.726       1.806        0.61     170673.    0.3594  
       82.69      0.5745      0.6298      0.1547      0.1411       2.551       8.464       7.288    1902.600       0.956      32.417       1.737        0.61     171497.    0.3440  
       89.58      0.6223      0.6560      0.1524      0.1445       2.614       8.671       7.179    1949.268       0.980      31.934       1.671        0.61     172384.    0.3283  
       96.47      0.6702      0.6795      0.1490      0.1470       2.658       8.817       7.021    1982.029       0.996      31.229       1.607        0.62     173337.    0.3122  
      103.36      0.7181      0.7007      0.1444      0.1479       2.676       8.876       6.803    1995.276       1.003      30.258       1.546        0.62     174355.    0.2958  
      110.25      0.7659      0.7201      0.1384      0.1472       2.662       8.830       6.521    1984.950       0.998      29.004       1.490        0.62     175439.    0.2791  
      117.14      0.8138      0.7380      0.1311      0.1446       2.615       8.675       6.179    1950.079       0.980      27.485       1.437        0.62     176585.    0.2620  
      124.03      0.8617      0.7542      0.1228      0.1403       2.537       8.417       5.787    1892.063       0.951      25.738       1.387        0.63     177790.    0.2447  
      130.92      0.9095      0.7684      0.1136      0.1344       2.432       8.066       5.352    1813.272       0.911      23.807       1.339        0.63     179051.    0.2272  
      137.81      0.9574      0.7801      0.1037      0.1272       2.301       7.635       4.886    1716.209       0.863      21.731       1.291        0.63     180365.    0.2093  
      144.70      1.0053      0.7885      0.0932      0.1189       2.150       7.131       4.393    1603.047       0.806      19.542       1.243        0.63     181728.    0.1911  
      151.59      1.0532      0.7926      0.0823      0.1094       1.979       6.564       3.880    1475.435       0.742      17.257       1.193        0.64     183140.    0.1723  
      158.48      1.1010      0.7906      0.0711      0.0990       1.790       5.938       3.348    1334.761       0.671      14.894       1.138        0.64     184598.    0.1527  
      165.37      1.1489      0.7799      0.0595      0.0877       1.586       5.260       2.804    1182.351       0.594      12.473       1.076        0.64     186100.    0.1321  
      172.26      1.1968      0.7562      0.0478      0.0756       1.367       4.535       2.251    1019.474       0.512      10.011       1.001        0.65     187645.    0.1102  
      179.15      1.2446      0.7109      0.0359      0.0628       1.136       3.769       1.691     847.245       0.426       7.521       0.905        0.65     189232.    0.0863  
      186.04      1.2925      0.6254      0.0239      0.0494       0.894       2.966       1.127     666.713       0.335       5.013       0.767        0.65     190859.    0.0597  
      192.93      1.3404      0.4505      0.0119      0.0355       0.643       2.132       0.563     479.148       0.241       2.503       0.533        0.66     192522.    0.0293  
      199.82      1.3883      0.0000      0.0000      0.0212       0.383       1.272       0.000     285.852       0.144       0.000       0.000        0.66     194211.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      20000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.1579      0.1023       2.157       6.798       8.243    1608.542       0.768      36.666       2.324        0.63     174053.    0.4895  
        7.26      0.0479      0.0728      0.1577      0.1038       2.189       6.898       8.234    1632.133       0.779      36.627       2.288        0.63     174309.    0.4816  
       14.51      0.0958      0.1430      0.1576      0.1056       2.227       7.018       8.230    1660.634       0.793      36.605       2.248        0.63     174607.    0.4729  
       21.77      0.1437      0.2102      0.1576      0.1077       2.272       7.162       8.229    1694.599       0.809      36.602       2.202        0.64     174950.    0.4634  
       29.02      0.1915      0.2739      0.1576      0.1103       2.326       7.330       8.231    1734.444       0.828      36.612       2.153        0.64     175341.    0.4530  
       36.28      0.2394      0.3337      0.1577      0.1132       2.387       7.524       8.235    1780.271       0.850      36.628       2.098        0.64     175783.    0.4416  
       43.53      0.2873      0.3892      0.1578      0.1165       2.457       7.743       8.238    1832.197       0.875      36.644       2.039        0.64     176279.    0.4293  
       50.79      0.3352      0.4403      0.1578      0.1202       2.535       7.988       8.240    1890.037       0.902      36.653       1.978        0.64     176831.    0.4164  
       58.04      0.3831      0.4869      0.1578      0.1242       2.619       8.255       8.240    1953.310       0.933      36.650       1.913        0.64     177442.    0.4028  
       65.30      0.4310      0.5289      0.1577      0.1285       2.710       8.541       8.233    2021.120       0.965      36.622       1.848        0.64     178116.    0.3889  
       72.55      0.4789      0.5666      0.1573      0.1330       2.805       8.839       8.214    2091.472       0.999      36.536       1.781        0.64     178852.    0.3745  
       79.81      0.5267      0.6001      0.1566      0.1374       2.899       9.135       8.174    2161.582       1.032      36.358       1.715        0.64     179653.    0.3597  
       87.07      0.5746      0.6297      0.1552      0.1416       2.987       9.413       8.102    2227.369       1.063      36.037       1.650        0.65     180520.    0.3444  
       94.32      0.6225      0.6560      0.1530      0.1452       3.062       9.650       7.987    2283.485       1.090      35.524       1.586        0.65     181454.    0.3288  
      101.58      0.6704      0.6794      0.1497      0.1477       3.116       9.820       7.816    2323.549       1.109      34.766       1.526        0.65     182457.    0.3129  
      108.83      0.7183      0.7006      0.1452      0.1488       3.139       9.893       7.579    2340.808       1.118      33.710       1.468        0.65     183529.    0.2965  
      116.09      0.7662      0.7201      0.1392      0.1481       3.125       9.848       7.270    2330.264       1.113      32.336       1.415        0.65     184670.    0.2798  
      123.34      0.8141      0.7381      0.1320      0.1456       3.072       9.680       6.893    2290.587       1.094      30.661       1.365        0.66     185877.    0.2629  
      130.60      0.8620      0.7544      0.1237      0.1413       2.982       9.396       6.459    2223.341       1.062      28.729       1.318        0.66     187147.    0.2456  
      137.85      0.9098      0.7687      0.1145      0.1355       2.858       9.007       5.977    2131.320       1.018      26.586       1.272        0.66     188476.    0.2281  
      145.11      0.9577      0.7806      0.1045      0.1283       2.706       8.526       5.458    2017.505       0.963      24.278       1.227        0.66     189860.    0.2103  
      152.37      1.0056      0.7894      0.0940      0.1198       2.527       7.964       4.910    1884.491       0.900      21.839       1.182        0.67     191298.    0.1921  
      159.62      1.0535      0.7938      0.0831      0.1102       2.326       7.329       4.337    1734.246       0.828      19.292       1.134        0.67     192785.    0.1733  
      166.88      1.1014      0.7922      0.0717      0.0997       2.103       6.628       3.745    1568.443       0.749      16.656       1.083        0.67     194321.    0.1537  
      174.13      1.1493      0.7821      0.0601      0.0883       1.862       5.869       3.137    1388.658       0.663      13.953       1.025        0.68     195904.    0.1331  
      181.39      1.1972      0.7592      0.0482      0.0761       1.604       5.056       2.518    1196.404       0.571      11.202       0.955        0.68     197532.    0.1111  
      188.64      1.2450      0.7149      0.0362      0.0631       1.332       4.197       1.892     992.993       0.474       8.418       0.864        0.68     199204.    0.0872  
      195.90      1.2929      0.6305      0.0242      0.0496       1.046       3.295       1.262     779.674       0.372       5.613       0.734        0.69     200918.    0.0605  
      203.15      1.3408      0.4563      0.0121      0.0355       0.748       2.358       0.630     557.987       0.266       2.803       0.512        0.69     202670.    0.0298  
      210.41      1.3887      0.0001      0.0000      0.0210       0.442       1.393       0.000     329.631       0.157       0.000       0.000        0.69     204448.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      21000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.1579      0.1029       2.512       7.541       9.092    1873.525       0.852      40.442       2.201        0.67     182753.    0.4868  
        7.62      0.0479      0.0724      0.1578      0.1044       2.549       7.649       9.083    1900.521       0.864      40.400       2.168        0.67     183022.    0.4792  
       15.24      0.0958      0.1423      0.1577      0.1062       2.592       7.781       9.078    1933.191       0.879      40.378       2.130        0.67     183334.    0.4707  
       22.86      0.1437      0.2092      0.1577      0.1083       2.645       7.938       9.077    1972.175       0.897      40.376       2.088        0.67     183694.    0.4613  
       30.48      0.1916      0.2727      0.1577      0.1108       2.706       8.122       9.081    2017.968       0.918      40.391       2.041        0.67     184105.    0.4511  
       38.10      0.2395      0.3324      0.1578      0.1137       2.777       8.334       9.086    2070.701       0.942      40.413       1.990        0.67     184569.    0.4400  
       45.72      0.2874      0.3879      0.1579      0.1170       2.857       8.575       9.091    2130.534       0.969      40.436       1.935        0.67     185090.    0.4280  
       53.34      0.3353      0.4390      0.1580      0.1207       2.947       8.844       9.095    2197.299       0.999      40.453       1.877        0.67     185669.    0.4152  
       60.96      0.3832      0.4856      0.1580      0.1247       3.045       9.138       9.096    2270.499       1.032      40.460       1.817        0.67     186312.    0.4020  
       68.58      0.4311      0.5278      0.1580      0.1290       3.150       9.455       9.092    2349.175       1.068      40.443       1.756        0.67     187018.    0.3883  
       76.20      0.4790      0.5656      0.1576      0.1335       3.260       9.785       9.075    2431.093       1.105      40.366       1.693        0.67     187791.    0.3741  
       83.82      0.5269      0.5993      0.1570      0.1380       3.370      10.115       9.036    2513.104       1.143      40.192       1.631        0.68     188632.    0.3596  
       91.44      0.5748      0.6291      0.1557      0.1423       3.474      10.427       8.962    2590.533       1.178      39.864       1.569        0.68     189541.    0.3446  
       99.06      0.6227      0.6555      0.1536      0.1459       3.563      10.695       8.842    2657.156       1.208      39.328       1.509        0.68     190522.    0.3292  
      106.68      0.6706      0.6790      0.1504      0.1486       3.628      10.889       8.660    2705.485       1.230      38.521       1.452        0.68     191575.    0.3134  
      114.31      0.7185      0.7004      0.1460      0.1498       3.658      10.978       8.404    2727.513       1.240      37.383       1.398        0.68     192701.    0.2972  
      121.93      0.7664      0.7199      0.1402      0.1492       3.644      10.936       8.068    2717.167       1.236      35.888       1.347        0.69     193899.    0.2806  
      129.55      0.8143      0.7379      0.1330      0.1468       3.584      10.757       7.656    2672.569       1.215      34.054       1.299        0.69     195168.    0.2637  
      137.17      0.8622      0.7543      0.1247      0.1425       3.480      10.446       7.178    2595.339       1.180      31.927       1.254        0.69     196502.    0.2465  
      144.79      0.9101      0.7688      0.1155      0.1367       3.337      10.017       6.646    2488.725       1.132      29.561       1.211        0.69     197899.    0.2290  
      152.41      0.9580      0.7809      0.1055      0.1294       3.160       9.484       6.072    2356.266       1.071      27.008       1.169        0.70     199354.    0.2112  
      160.03      1.0059      0.7900      0.0949      0.1209       2.952       8.859       5.464    2201.036       1.001      24.305       1.126        0.70     200865.    0.1931  
      167.65      1.0538      0.7948      0.0839      0.1112       2.716       8.152       4.829    2025.383       0.921      21.479       1.081        0.70     202429.    0.1743  
      175.27      1.1017      0.7937      0.0725      0.1006       2.456       7.371       4.171    1831.304       0.833      18.552       1.033        0.71     204044.    0.1547  
      182.89      1.1496      0.7843      0.0607      0.0890       2.173       6.523       3.495    1620.665       0.737      15.547       0.978        0.71     205707.    0.1341  
      190.51      1.1975      0.7622      0.0488      0.0766       1.871       5.616       2.807    1395.254       0.634      12.487       0.913        0.71     207419.    0.1121  
      198.13      1.2454      0.7189      0.0367      0.0635       1.551       4.655       2.110    1156.630       0.526       9.387       0.828        0.72     209176.    0.0882  
      205.75      1.2933      0.6355      0.0245      0.0498       1.215       3.648       1.408     906.372       0.412       6.263       0.705        0.72     210976.    0.0613  
      213.37      1.3412      0.4617      0.0122      0.0355       0.867       2.602       0.704     646.557       0.294       3.129       0.494        0.72     212818.    0.0304  
      220.99      1.3891      0.0000      0.0000      0.0208       0.509       1.528       0.000     379.548       0.173       0.000       0.000        0.73     214685.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      22000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.1580      0.1039       2.917       8.356       9.982    2174.881       0.944      44.401       2.082        0.70     191452.    0.4824  
        7.98      0.0479      0.0718      0.1578      0.1053       2.958       8.474       9.972    2205.553       0.957      44.356       2.051        0.70     191734.    0.4750  
       15.97      0.0958      0.1411      0.1578      0.1071       3.008       8.616       9.967    2242.732       0.973      44.333       2.016        0.70     192061.    0.4668  
       23.95      0.1437      0.2076      0.1578      0.1092       3.067       8.787       9.967    2287.154       0.993      44.333       1.977        0.70     192438.    0.4577  
       31.94      0.1916      0.2707      0.1578      0.1117       3.137       8.988       9.971    2339.392       1.015      44.353       1.933        0.70     192868.    0.4478  
       39.92      0.2395      0.3301      0.1579      0.1146       3.218       9.219       9.978    2399.614       1.042      44.380       1.886        0.70     193355.    0.4369  
       47.91      0.2874      0.3854      0.1580      0.1179       3.310       9.482       9.985    2468.025       1.071      44.411       1.835        0.70     193900.    0.4253  
       55.89      0.3353      0.4364      0.1581      0.1215       3.412       9.776       9.990    2544.475       1.104      44.438       1.781        0.70     194507.    0.4129  
       63.88      0.3833      0.4830      0.1582      0.1255       3.525      10.098       9.995    2628.465       1.141      44.457       1.725        0.70     195179.    0.3999  
       71.86      0.4312      0.5252      0.1582      0.1299       3.646      10.446       9.994    2718.966       1.180      44.453       1.667        0.70     195920.    0.3866  
       79.85      0.4791      0.5631      0.1580      0.1344       3.773      10.809       9.980    2813.500       1.221      44.389       1.609        0.71     196729.    0.3728  
       87.83      0.5270      0.5970      0.1574      0.1389       3.900      11.174       9.943    2908.515       1.262      44.225       1.551        0.71     197609.    0.3586  
       95.81      0.5749      0.6270      0.1562      0.1432       4.021      11.521       9.869    2998.666       1.302      43.897       1.493        0.71     198561.    0.3439  
      103.80      0.6228      0.6537      0.1542      0.1469       4.126      11.821       9.745    3076.751       1.335      43.344       1.437        0.71     199588.    0.3289  
      111.78      0.6707      0.6776      0.1512      0.1497       4.203      12.041       9.554    3134.014       1.360      42.496       1.383        0.71     200690.    0.3135  
      119.77      0.7186      0.6992      0.1469      0.1510       4.239      12.145       9.281    3161.054       1.372      41.282       1.332        0.72     201869.    0.2976  
      127.75      0.7665      0.7191      0.1412      0.1505       4.225      12.105       8.918    3150.647       1.368      39.669       1.284        0.72     203125.    0.2812  
      135.74      0.8144      0.7373      0.1341      0.1481       4.158      11.912       8.470    3100.424       1.346      37.674       1.239        0.72     204454.    0.2645  
      143.72      0.8623      0.7540      0.1258      0.1439       4.039      11.572       7.947    3012.154       1.307      35.348       1.197        0.72     205853.    0.2474  
      151.71      0.9102      0.7687      0.1165      0.1380       3.875      11.101       7.363    2889.481       1.254      32.750       1.156        0.73     207318.    0.2300  
      159.69      0.9581      0.7810      0.1065      0.1307       3.670      10.513       6.731    2736.404       1.188      29.938       1.116        0.73     208844.    0.2123  
      167.67      1.0060      0.7904      0.0959      0.1221       3.428       9.822       6.061    2556.467       1.110      26.957       1.075        0.73     210429.    0.1942  
      175.66      1.0540      0.7956      0.0848      0.1124       3.155       9.038       5.359    2352.427       1.021      23.835       1.033        0.74     212069.    0.1754  
      183.64      1.1019      0.7951      0.0733      0.1016       2.852       8.171       4.631    2126.676       0.923      20.597       0.988        0.74     213762.    0.1559  
      191.63      1.1498      0.7864      0.0615      0.0899       2.523       7.228       3.883    1881.415       0.817      17.271       0.936        0.74     215506.    0.1353  
      199.61      1.1977      0.7651      0.0494      0.0773       2.171       6.219       3.120    1618.797       0.703      13.879       0.874        0.75     217300.    0.1133  
      207.60      1.2456      0.7227      0.0372      0.0640       1.798       5.152       2.347    1340.872       0.582      10.441       0.794        0.75     219142.    0.0892  
      215.58      1.2935      0.6400      0.0248      0.0501       1.408       4.033       1.567    1049.807       0.456       6.971       0.677        0.75     221030.    0.0622  
      223.57      1.3414      0.4655      0.0124      0.0357       1.004       2.876       0.784     748.498       0.325       3.487       0.475        0.76     222960.    0.0308  
      231.55      1.3893      0.0000      0.0000      0.0210       0.590       1.692       0.000     440.324       0.191       0.000       0.000        0.76     224917.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      23000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.1580      0.1054       3.381       9.265      10.912    2521.236       1.047      48.539       1.963        0.73     200152.    0.4757  
        8.35      0.0479      0.0708      0.1579      0.1068       3.428       9.393      10.902    2555.888       1.061      48.490       1.935        0.73     200446.    0.4685  
       16.69      0.0958      0.1392      0.1578      0.1086       3.484       9.547      10.896    2597.960       1.079      48.466       1.902        0.73     200788.    0.4606  
       25.04      0.1437      0.2049      0.1578      0.1107       3.551       9.732      10.896    2648.291       1.100      48.468       1.866        0.73     201182.    0.4518  
       33.39      0.1916      0.2673      0.1579      0.1132       3.631       9.950      10.902    2707.537       1.124      48.491       1.826        0.73     201631.    0.4423  
       41.74      0.2395      0.3262      0.1580      0.1160       3.723      10.201      10.909    2775.897       1.153      48.525       1.783        0.73     202139.    0.4318  
       50.08      0.2874      0.3810      0.1581      0.1193       3.827      10.487      10.918    2853.629       1.185      48.564       1.735        0.73     202709.    0.4206  
       58.43      0.3353      0.4317      0.1582      0.1229       3.943      10.806      10.927    2940.610       1.221      48.601       1.685        0.73     203343.    0.4086  
       66.78      0.3832      0.4782      0.1583      0.1269       4.072      11.158      10.934    3036.330       1.261      48.634       1.633        0.74     204045.    0.3961  
       75.12      0.4312      0.5203      0.1584      0.1312       4.210      11.538      10.937    3139.726       1.304      48.646       1.580        0.74     204819.    0.3832  
       83.47      0.4791      0.5583      0.1582      0.1358       4.356      11.936      10.926    3248.053       1.349      48.599       1.526        0.74     205664.    0.3699  
       91.82      0.5270      0.5923      0.1577      0.1403       4.502      12.338      10.892    3357.314       1.394      48.449       1.472        0.74     206583.    0.3562  
      100.17      0.5749      0.6226      0.1567      0.1447       4.642      12.720      10.820    3461.408       1.437      48.129       1.418        0.74     207577.    0.3421  
      108.51      0.6228      0.6497      0.1549      0.1485       4.763      13.053      10.695    3552.004       1.475      47.570       1.366        0.74     208649.    0.3276  
      116.86      0.6707      0.6740      0.1520      0.1513       4.853      13.299      10.497    3618.875       1.503      46.690       1.316        0.75     209800.    0.3126  
      125.21      0.7186      0.6962      0.1478      0.1526       4.896      13.417      10.209    3650.982       1.516      45.409       1.268        0.75     211032.    0.2972  
      133.56      0.7665      0.7166      0.1422      0.1521       4.881      13.376       9.821    3639.783       1.511      43.686       1.224        0.75     212345.    0.2813  
      141.90      0.8144      0.7355      0.1352      0.1497       4.804      13.165       9.338    3582.378       1.487      41.534       1.182        0.75     213735.    0.2650  
      150.25      0.8623      0.7527      0.1270      0.1455       4.668      12.792       8.769    3480.794       1.445      39.007       1.143        0.76     215198.    0.2482  
      158.60      0.9102      0.7679      0.1178      0.1396       4.478      12.272       8.132    3339.387       1.386      36.170       1.104        0.76     216729.    0.2310  
      166.94      0.9581      0.7808      0.1077      0.1322       4.242      11.623       7.439    3162.923       1.313      33.090       1.067        0.76     218326.    0.2134  
      175.29      1.0060      0.7906      0.0971      0.1235       3.963      10.861       6.703    2955.410       1.227      29.816       1.029        0.77     219984.    0.1954  
      183.64      1.0539      0.7963      0.0859      0.1137       3.647       9.995       5.931    2719.786       1.129      26.381       0.989        0.77     221700.    0.1767  
      191.99      1.1018      0.7964      0.0743      0.1028       3.297       9.036       5.129    2458.730       1.021      22.814       0.946        0.77     223471.    0.1572  
      200.33      1.1497      0.7883      0.0623      0.0909       2.917       7.993       4.304    2174.942       0.903      19.144       0.898        0.78     225296.    0.1366  
      208.68      1.1976      0.7677      0.0501      0.0782       2.509       6.877       3.462    1871.217       0.777      15.399       0.839        0.78     227173.    0.1145  
      217.03      1.2455      0.7257      0.0378      0.0648       2.079       5.697       2.607    1550.329       0.644      11.596       0.763        0.79     229100.    0.0903  
      225.37      1.2935      0.6425      0.0252      0.0508       1.630       4.466       1.743    1215.363       0.505       7.751       0.650        0.79     231074.    0.0630  
      233.72      1.3414      0.4659      0.0126      0.0364       1.167       3.199       0.873     870.467       0.361       3.882       0.455        0.79     233092.    0.0312  
      242.07      1.3893      0.0000      0.0000      0.0218       0.698       1.913       0.000     520.518       0.216       0.000       0.000        0.80     235138.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      24000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.1580      0.1076       3.922      10.299      11.882    2924.305       1.164      52.851       1.843        0.76     208850.    0.4659  
        8.71      0.0479      0.0694      0.1579      0.1090       3.974      10.436      11.870    2963.302       1.179      52.797       1.817        0.76     209157.    0.4591  
       17.42      0.0958      0.1365      0.1578      0.1108       4.037      10.603      11.864    3010.732       1.198      52.771       1.787        0.76     209514.    0.4515  
       26.13      0.1437      0.2009      0.1578      0.1129       4.114      10.803      11.864    3067.544       1.221      52.773       1.754        0.76     209924.    0.4432  
       34.84      0.1916      0.2623      0.1579      0.1153       4.203      11.039      11.871    3134.476       1.247      52.800       1.718        0.76     210393.    0.4341  
       43.55      0.2395      0.3203      0.1580      0.1182       4.307      11.311      11.880    3211.757       1.278      52.840       1.678        0.76     210922.    0.4241  
       52.26      0.2874      0.3744      0.1581      0.1214       4.425      11.621      11.890    3299.701       1.313      52.887       1.634        0.76     211516.    0.4134  
       60.97      0.3353      0.4245      0.1583      0.1250       4.557      11.968      11.901    3398.212       1.352      52.935       1.588        0.77     212178.    0.4019  
       69.67      0.3832      0.4706      0.1584      0.1290       4.703      12.350      11.911    3506.794       1.395      52.981       1.541        0.77     212910.    0.3900  
       78.38      0.4311      0.5125      0.1585      0.1333       4.860      12.764      11.918    3624.343       1.442      53.011       1.491        0.77     213716.    0.3776  
       87.09      0.4790      0.5504      0.1584      0.1379       5.026      13.199      11.912    3747.871       1.491      52.983       1.442        0.77     214597.    0.3649  
       95.80      0.5269      0.5845      0.1580      0.1425       5.194      13.639      11.883    3872.901       1.541      52.854       1.392        0.77     215555.    0.3518  
      104.51      0.5748      0.6149      0.1571      0.1469       5.354      14.060      11.814    3992.454       1.589      52.549       1.342        0.77     216591.    0.3384  
      113.22      0.6227      0.6423      0.1555      0.1507       5.494      14.428      11.689    4096.872       1.630      51.993       1.294        0.78     217708.    0.3245  
      121.93      0.6706      0.6672      0.1528      0.1536       5.598      14.700      11.487    4174.154       1.661      51.093       1.248        0.78     218908.    0.3103  
      130.64      0.7185      0.6900      0.1488      0.1549       5.647      14.831      11.186    4211.283       1.676      49.757       1.205        0.78     220192.    0.2956  
      139.35      0.7664      0.7113      0.1433      0.1544       5.630      14.785      10.776    4198.123       1.670      47.932       1.164        0.78     221561.    0.2803  
      148.06      0.8143      0.7311      0.1364      0.1520       5.540      14.549      10.258    4131.189       1.644      45.629       1.126        0.79     223011.    0.2646  
      156.77      0.8622      0.7493      0.1283      0.1476       5.381      14.132       9.645    4012.856       1.597      42.903       1.090        0.79     224538.    0.2483  
      165.48      0.9101      0.7655      0.1191      0.1416       5.161      13.553       8.953    3848.470       1.531      39.825       1.055        0.79     226137.    0.2316  
      174.19      0.9580      0.7793      0.1090      0.1341       4.887      12.833       8.199    3643.897       1.450      36.468       1.021        0.80     227804.    0.2143  
      182.90      1.0059      0.7900      0.0983      0.1252       4.565      11.988       7.394    3404.014       1.354      32.890       0.985        0.80     229535.    0.1965  
      191.61      1.0538      0.7965      0.0871      0.1152       4.200      11.031       6.548    3132.162       1.246      29.126       0.948        0.80     231327.    0.1780  
      200.31      1.1017      0.7973      0.0754      0.1042       3.797       9.972       5.668    2831.514       1.127      25.209       0.908        0.81     233177.    0.1585  
      209.02      1.1496      0.7897      0.0633      0.0922       3.360       8.824       4.760    2505.432       0.997      21.173       0.862        0.81     235082.    0.1379  
      217.73      1.1975      0.7692      0.0510      0.0794       2.893       7.597       3.832    2157.137       0.858      17.047       0.806        0.82     237042.    0.1157  
